Id_Access-to-clean-fuels-and-technologies,Id_Entity,Code,Year,Indicador%,Outlier_Indicador%
812,54,COM,2014,5.3,1
813,54,COM,2015,5.7,1
814,54,COM,2016,6.3,1
815,54,COM,2017,6.8,1
816,54,COM,2018,7.3,1
817,54,COM,2019,7.8,1
818,54,COM,2020,8.4,1
819,55,COG,2000,9.3,1
820,55,COG,2001,9.6,1
821,55,COG,2002,9.9,1
822,55,COG,2003,10.5,1
823,55,COG,2004,11.1,1
824,55,COG,2005,11.6,1
825,55,COG,2006,12.6,1
826,55,COG,2007,13.4,1
827,55,COG,2008,14.5,1
828,55,COG,2009,15.8,1
829,55,COG,2010,17.0,1
830,55,COG,2011,18.5,1
831,55,COG,2012,20.05,1
832,55,COG,2013,21.8,1
833,55,COG,2014,23.5,1
834,55,COG,2015,25.4,1
835,55,COG,2016,27.4,1
836,55,COG,2017,29.5,1
837,55,COG,2018,31.05,1
838,55,COG,2019,32.6,1
839,55,COG,2020,34.9,1
840,56,COK,2000,81.1,1
841,56,COK,2001,81.4,1
842,56,COK,2002,82.3,1
843,56,COK,2003,82.5,1
844,56,COK,2004,82.6,1
845,56,COK,2005,83.0,1
846,56,COK,2006,83.3,1
847,56,COK,2007,83.0,1
848,56,COK,2008,82.2,1
849,56,COK,2009,82.1,1
850,56,COK,2010,81.1,1
851,56,COK,2011,80.5,1
852,56,COK,2012,80.1,1
853,56,COK,2013,79.8,1
854,56,COK,2014,79.3,1
855,56,COK,2015,78.45,1
856,56,COK,2016,78.1,1
857,56,COK,2017,77.4,1
858,56,COK,2018,77.4,1
859,56,COK,2019,76.6,1
860,56,COK,2020,76.2,1
861,57,CRI,2000,89.0,1
862,57,CRI,2001,89.4,1
863,57,CRI,2002,89.8,1
864,57,CRI,2003,90.1,1
865,57,CRI,2004,90.4,1
866,57,CRI,2005,90.7,1
867,57,CRI,2006,91.2,1
868,57,CRI,2007,91.3,1
869,57,CRI,2008,91.8,1
870,57,CRI,2009,92.1,1
871,57,CRI,2010,92.4,1
872,57,CRI,2011,92.9,1
873,57,CRI,2012,93.1,1
874,57,CRI,2013,93.6,1
875,57,CRI,2014,94.0,1
876,57,CRI,2015,94.3,1
877,57,CRI,2016,94.6,1
878,57,CRI,2017,94.9,1
879,57,CRI,2018,95.3,1
880,57,CRI,2019,95.6,1
881,57,CRI,2020,95.7,1
882,58,CIV,2000,18.6,1
883,58,CIV,2001,18.1,1
884,58,CIV,2002,17.6,1
885,58,CIV,2003,17.1,1
886,58,CIV,2004,16.7,1
887,58,CIV,2005,16.7,1
888,58,CIV,2006,16.6,1
889,58,CIV,2007,16.6,1
890,58,CIV,2008,16.8,1
891,58,CIV,2009,17.2,1
892,58,CIV,2010,17.95,1
893,58,CIV,2011,18.7,1
894,58,CIV,2012,19.4,1
895,58,CIV,2013,20.6,1
896,58,CIV,2014,21.7,1
897,58,CIV,2015,23.1,1
898,58,CIV,2016,24.9,1
899,58,CIV,2017,26.55,1
900,58,CIV,2018,28.4,1
901,58,CIV,2019,30.3,1
902,58,CIV,2020,31.8,1
903,59,HRV,2000,100.0,1
904,59,HRV,2001,100.0,1
905,59,HRV,2002,100.0,1
906,59,HRV,2003,100.0,1
907,59,HRV,2004,100.0,1
908,59,HRV,2005,100.0,1
909,59,HRV,2006,100.0,1
910,59,HRV,2007,100.0,1
911,59,HRV,2008,100.0,1
912,59,HRV,2009,100.0,1
913,59,HRV,2010,100.0,1
914,59,HRV,2011,100.0,1
915,59,HRV,2012,100.0,1
916,59,HRV,2013,100.0,1
917,59,HRV,2014,100.0,1
918,59,HRV,2015,100.0,1
919,59,HRV,2016,100.0,1
920,59,HRV,2017,100.0,1
921,59,HRV,2018,100.0,1
922,59,HRV,2019,100.0,1
923,59,HRV,2020,100.0,1
924,60,CUB,2000,71.4,1
925,60,CUB,2001,74.5,1
926,60,CUB,2002,77.2,1
927,60,CUB,2003,79.8,1
928,60,CUB,2004,81.8,1
929,60,CUB,2005,83.8,1
930,60,CUB,2006,85.4,1
931,60,CUB,2007,87.0,1
932,60,CUB,2008,88.1,1
933,60,CUB,2009,89.1,1
934,60,CUB,2010,90.2,1
935,60,CUB,2011,91.0,1
936,60,CUB,2012,91.5,1
937,60,CUB,2013,92.0,1
938,60,CUB,2014,92.7,1
939,60,CUB,2015,92.65,1
940,60,CUB,2016,93.2,1
941,60,CUB,2017,93.4,1
942,60,CUB,2018,93.5,1
943,60,CUB,2019,93.6,1
944,60,CUB,2020,93.8,1
945,61,CYP,2000,100.0,1
946,61,CYP,2001,100.0,1
947,61,CYP,2002,100.0,1
948,61,CYP,2003,100.0,1
949,61,CYP,2004,100.0,1
950,61,CYP,2005,100.0,1
951,61,CYP,2006,100.0,1
952,61,CYP,2007,100.0,1
953,61,CYP,2008,100.0,1
954,61,CYP,2009,100.0,1
955,61,CYP,2010,100.0,1
956,61,CYP,2011,100.0,1
957,61,CYP,2012,100.0,1
958,61,CYP,2013,100.0,1
959,61,CYP,2014,100.0,1
960,61,CYP,2015,100.0,1
961,61,CYP,2016,100.0,1
962,61,CYP,2017,100.0,1
963,61,CYP,2018,100.0,1
964,61,CYP,2019,100.0,1
965,61,CYP,2020,100.0,1
966,62,CZE,2000,100.0,1
967,62,CZE,2001,100.0,1
968,62,CZE,2002,100.0,1
969,62,CZE,2003,100.0,1
970,62,CZE,2004,100.0,1
971,62,CZE,2005,100.0,1
972,62,CZE,2006,100.0,1
973,62,CZE,2007,100.0,1
974,62,CZE,2008,100.0,1
975,62,CZE,2009,100.0,1
976,62,CZE,2010,100.0,1
977,62,CZE,2011,100.0,1
978,62,CZE,2012,100.0,1
979,62,CZE,2013,100.0,1
980,62,CZE,2014,100.0,1
981,62,CZE,2015,100.0,1
982,62,CZE,2016,100.0,1
983,62,CZE,2017,100.0,1
984,62,CZE,2018,100.0,1
985,62,CZE,2019,100.0,1
986,62,CZE,2020,100.0,1
987,55,COD,2000,1.0,1
988,55,COD,2001,1.2,1
989,55,COD,2002,1.4,1
990,55,COD,2003,1.6,1
991,55,COD,2004,1.9,1
992,55,COD,2005,2.1,1
993,55,COD,2006,2.4,1
994,55,COD,2007,2.7,1
995,55,COD,2008,2.9,1
996,55,COD,2009,3.1,1
997,55,COD,2010,3.2,1
998,55,COD,2011,3.5,1
999,55,COD,2012,3.5,1
1000,55,COD,2013,3.7,1
1001,55,COD,2014,3.8,1
1002,55,COD,2015,3.7,1
1003,55,COD,2016,3.7,1
1004,55,COD,2017,3.8,1
1005,55,COD,2018,3.6,1
1006,55,COD,2019,3.75,1
1007,55,COD,2020,3.7,1
1008,63,DNK,2000,100.0,1
1009,63,DNK,2001,100.0,1
1010,63,DNK,2002,100.0,1
1011,63,DNK,2003,100.0,1
1012,63,DNK,2004,100.0,1
1013,63,DNK,2005,100.0,1
1014,63,DNK,2006,100.0,1
1015,63,DNK,2007,100.0,1
1016,63,DNK,2008,100.0,1
1017,63,DNK,2009,100.0,1
1018,63,DNK,2010,100.0,1
1019,63,DNK,2011,100.0,1
1020,63,DNK,2012,100.0,1
1021,63,DNK,2013,100.0,1
1022,63,DNK,2014,100.0,1
1023,63,DNK,2015,100.0,1
1024,63,DNK,2016,100.0,1
1025,63,DNK,2017,100.0,1
1026,63,DNK,2018,100.0,1
1027,63,DNK,2019,100.0,1
1028,63,DNK,2020,100.0,1
1029,64,DJI,2000,4.0,1
1030,64,DJI,2001,4.1,1
1031,64,DJI,2002,4.2,1
1032,64,DJI,2003,4.3,1
1033,64,DJI,2004,4.5,1
1034,64,DJI,2005,4.8,1
1035,64,DJI,2006,5.0,1
1036,64,DJI,2007,5.3,1
1037,64,DJI,2008,5.7,1
1038,64,DJI,2009,6.1,1
1039,64,DJI,2010,6.5,1
1040,64,DJI,2011,6.8,1
1041,64,DJI,2012,7.2,1
1042,64,DJI,2013,7.8,1
1043,64,DJI,2014,8.1,1
1044,64,DJI,2015,8.4,1
1045,64,DJI,2016,8.75,1
1046,64,DJI,2017,9.0,1
1047,64,DJI,2018,9.3,1
1048,64,DJI,2019,9.5,1
1049,64,DJI,2020,9.65,1
1050,65,DMA,2000,81.0,1
1051,65,DMA,2001,82.0,1
1052,65,DMA,2002,82.8,1
1053,65,DMA,2003,83.6,1
1054,65,DMA,2004,84.0,1
1055,65,DMA,2005,85.0,1
1056,65,DMA,2006,85.5,1
1057,65,DMA,2007,86.3,1
1058,65,DMA,2008,87.0,1
1059,65,DMA,2009,87.4,1
1060,65,DMA,2010,87.8,1
1061,65,DMA,2011,88.3,1
1062,65,DMA,2012,88.4,1
1063,65,DMA,2013,88.7,1
1064,65,DMA,2014,88.9,1
1065,65,DMA,2015,89.3,1
1066,65,DMA,2016,89.3,1
1067,65,DMA,2017,89.3,1
1068,65,DMA,2018,89.1,1
1069,65,DMA,2019,89.3,1
1070,65,DMA,2020,88.9,1
1071,66,DOM,2000,84.1,1
1072,66,DOM,2001,84.7,1
1073,66,DOM,2002,85.5,1
1074,66,DOM,2003,86.05,1
1075,66,DOM,2004,86.4,1
1076,66,DOM,2005,86.7,1
1077,66,DOM,2006,87.0,1
1078,66,DOM,2007,87.1,1
1079,66,DOM,2008,87.3,1
1080,66,DOM,2009,87.4,1
1081,66,DOM,2010,87.6,1
1082,66,DOM,2011,87.8,1
1083,66,DOM,2012,87.9,1
1084,66,DOM,2013,88.2,1
1085,66,DOM,2014,88.5,1
1086,66,DOM,2015,89.0,1
1087,66,DOM,2016,89.5,1
1088,66,DOM,2017,90.0,1
1089,66,DOM,2018,90.4,1
1090,66,DOM,2019,90.9,1
1091,66,DOM,2020,91.5,1
1092,0,Sin Informacion,2000,58.6,1
1093,0,Sin Informacion,2001,59.7,1
1094,0,Sin Informacion,2002,60.8,1
1095,0,Sin Informacion,2003,61.7,1
1096,0,Sin Informacion,2004,62.6,1
1097,0,Sin Informacion,2005,63.6,1
1098,0,Sin Informacion,2006,64.6,1
1099,0,Sin Informacion,2007,65.5,1
1100,0,Sin Informacion,2008,66.4,1
1101,0,Sin Informacion,2009,67.2,1
1102,0,Sin Informacion,2010,68.1,1
1103,0,Sin Informacion,2011,68.8,1
1104,0,Sin Informacion,2012,69.4,1
1105,0,Sin Informacion,2013,70.0,1
1106,0,Sin Informacion,2014,70.6,1
1107,0,Sin Informacion,2015,71.1,1
1108,0,Sin Informacion,2016,71.6,1
1109,0,Sin Informacion,2017,72.1,1
1110,0,Sin Informacion,2018,72.6,1
1111,0,Sin Informacion,2019,73.1,1
1112,0,Sin Informacion,2020,73.5,1
1113,70,ECU,2000,87.8,1
1114,70,ECU,2001,88.75,1
1115,70,ECU,2002,89.8,1
1116,70,ECU,2003,90.6,1
1117,70,ECU,2004,91.1,1
1118,70,ECU,2005,91.7,1
1119,70,ECU,2006,92.3,1
1120,70,ECU,2007,92.7,1
1121,70,ECU,2008,93.05,1
1122,70,ECU,2009,93.3,1
1123,70,ECU,2010,93.6,1
1124,70,ECU,2011,93.9,1
1125,70,ECU,2012,94.0,1
1126,70,ECU,2013,94.1,1
1127,70,ECU,2014,94.3,1
1128,70,ECU,2015,94.4,1
1129,70,ECU,2016,94.4,1
1130,70,ECU,2017,94.4,1
1131,70,ECU,2018,94.5,1
1132,70,ECU,2019,94.45,1
1133,70,ECU,2020,94.3,1
1134,71,EGY,2000,83.5,1
1135,71,EGY,2001,86.7,1
1136,71,EGY,2002,89.4,1
1137,71,EGY,2003,92.0,1
1138,71,EGY,2004,93.85,1
1139,71,EGY,2005,95.5,1
1140,71,EGY,2006,96.7,1
1141,71,EGY,2007,97.6,1
1142,71,EGY,2008,98.2,1
1143,71,EGY,2009,98.8,1
1144,71,EGY,2010,99.1,1
1145,71,EGY,2011,99.4,1
1146,71,EGY,2012,99.55,1
1147,71,EGY,2013,99.7,1
1148,71,EGY,2014,99.8,1
1149,71,EGY,2015,99.8,1
1150,71,EGY,2016,99.8,1
1151,71,EGY,2017,99.9,1
1152,71,EGY,2018,99.9,1
1153,71,EGY,2019,99.9,1
1154,71,EGY,2020,99.9,1
1155,72,SLV,2000,57.9,1
1156,72,SLV,2001,59.95,1
1157,72,SLV,2002,62.0,1
1158,72,SLV,2003,63.9,1
1159,72,SLV,2004,65.8,1
1160,72,SLV,2005,67.7,1
1161,72,SLV,2006,69.4,1
1162,72,SLV,2007,71.4,1
1163,72,SLV,2008,73.1,1
1164,72,SLV,2009,75.1,1
1165,72,SLV,2010,76.8,1
1166,72,SLV,2011,78.7,1
1167,72,SLV,2012,80.3,1
1168,72,SLV,2013,82.1,1
1169,72,SLV,2014,84.0,1
1170,72,SLV,2015,85.5,1
1171,72,SLV,2016,86.9,1
1172,72,SLV,2017,88.2,1
1173,72,SLV,2018,89.4,1
1174,72,SLV,2019,90.75,1
1175,72,SLV,2020,91.8,1
1176,73,GNQ,2000,19.0,1
1177,73,GNQ,2001,19.5,1
1178,73,GNQ,2002,19.4,1
1179,73,GNQ,2003,19.6,1
1180,73,GNQ,2004,20.1,1
1181,73,GNQ,2005,20.8,1
1182,73,GNQ,2006,21.3,1
1183,73,GNQ,2007,21.7,1
1184,73,GNQ,2008,22.1,1
1185,73,GNQ,2009,22.5,1
1186,73,GNQ,2010,22.7,1
1187,73,GNQ,2011,23.35,1
1188,73,GNQ,2012,24.0,1
1189,73,GNQ,2013,23.6,1
1190,73,GNQ,2014,23.9,1
1191,73,GNQ,2015,24.0,1
1192,73,GNQ,2016,23.9,1
1193,73,GNQ,2017,24.2,1
1194,73,GNQ,2018,24.1,1
1195,73,GNQ,2019,24.0,1
1196,73,GNQ,2020,24.5,1
1197,74,ERI,2000,3.5,1
1198,74,ERI,2001,3.9,1
1199,74,ERI,2002,4.4,1
1200,74,ERI,2003,4.9,1
1201,74,ERI,2004,5.4,1
1202,74,ERI,2005,5.8,1
1203,74,ERI,2006,6.4,1
1204,74,ERI,2007,6.8,1
1205,74,ERI,2008,7.4,1
1206,74,ERI,2009,7.7,1
1207,74,ERI,2010,8.0,1
1208,74,ERI,2011,8.3,1
1209,74,ERI,2012,8.6,1
1210,74,ERI,2013,8.9,1
1211,74,ERI,2014,8.9,1
1212,74,ERI,2015,9.0,1
1213,74,ERI,2016,9.0,1
1214,74,ERI,2017,9.2,1
1215,74,ERI,2018,9.1,1
1216,74,ERI,2019,9.2,1
1217,74,ERI,2020,9.3,1
1218,75,EST,2000,100.0,1
1219,75,EST,2001,100.0,1
1220,75,EST,2002,100.0,1
1221,75,EST,2003,100.0,1
1222,75,EST,2004,100.0,1
1223,75,EST,2005,100.0,1
1224,75,EST,2006,100.0,1
1225,75,EST,2007,100.0,1
1226,75,EST,2008,100.0,1
1227,75,EST,2009,100.0,1
1228,75,EST,2010,100.0,1
1229,75,EST,2011,100.0,1
1230,75,EST,2012,100.0,1
1231,75,EST,2013,100.0,1
1232,75,EST,2014,100.0,1
1233,75,EST,2015,100.0,1
1234,75,EST,2016,100.0,1
1235,75,EST,2017,100.0,1
1236,75,EST,2018,100.0,1
1237,75,EST,2019,100.0,1
1238,75,EST,2020,100.0,1
1239,76,SWZ,2000,24.3,1
1240,76,SWZ,2001,25.4,1
1241,76,SWZ,2002,26.4,1
1242,76,SWZ,2003,27.8,1
1243,76,SWZ,2004,29.3,1
1244,76,SWZ,2005,30.1,1
1245,76,SWZ,2006,31.8,1
1246,76,SWZ,2007,33.7,1
1247,76,SWZ,2008,35.3,1
1248,76,SWZ,2009,37.1,1
1249,76,SWZ,2010,39.1,1
1250,76,SWZ,2011,41.0,1
1251,76,SWZ,2012,42.7,1
1252,76,SWZ,2013,44.2,1
1253,76,SWZ,2014,46.3,1
1254,76,SWZ,2015,47.6,1
1255,76,SWZ,2016,49.2,1
1256,76,SWZ,2017,50.6,1
1257,76,SWZ,2018,52.4,1
1258,76,SWZ,2019,53.8,1
1259,76,SWZ,2020,55.4,1
1260,77,ETH,2000,0.9,1
1261,77,ETH,2001,0.9,1
1262,77,ETH,2002,1.0,1
1263,77,ETH,2003,1.0,1
1264,77,ETH,2004,1.1,1
1265,77,ETH,2005,1.1,1
1266,77,ETH,2006,1.3,1
1267,77,ETH,2007,1.4,1
1268,77,ETH,2008,1.6,1
1269,77,ETH,2009,1.9,1
1270,77,ETH,2010,2.1,1
1271,77,ETH,2011,2.5,1
1272,77,ETH,2012,2.9,1
1273,77,ETH,2013,3.2,1
1274,77,ETH,2014,3.7,1
1275,77,ETH,2015,4.3,1
1276,77,ETH,2016,4.9,1
1277,77,ETH,2017,5.45,1
1278,77,ETH,2018,6.2,1
1279,77,ETH,2019,7.0,1
1280,77,ETH,2020,7.8,1
1281,80,Sin Informacion,2000,94.1,1
1282,80,Sin Informacion,2001,94.3,1
1283,80,Sin Informacion,2002,94.6,1
1284,80,Sin Informacion,2003,94.8,1
1285,80,Sin Informacion,2004,95.0,1
1286,80,Sin Informacion,2005,95.2,1
1287,80,Sin Informacion,2006,95.3,1
1288,80,Sin Informacion,2007,95.5,1
1289,80,Sin Informacion,2008,95.6,1
1290,80,Sin Informacion,2009,95.7,1
1291,80,Sin Informacion,2010,95.7,1
1292,80,Sin Informacion,2011,95.6,1
1293,80,Sin Informacion,2012,95.6,1
1294,80,Sin Informacion,2013,95.6,1
1295,80,Sin Informacion,2014,95.5,1
1296,80,Sin Informacion,2015,95.3,1
1297,80,Sin Informacion,2016,95.2,1
1298,80,Sin Informacion,2017,95.0,1
1299,80,Sin Informacion,2018,94.9,1
1300,80,Sin Informacion,2019,94.6,1
1301,80,Sin Informacion,2020,94.4,1
1302,87,FJI,2000,28.2,1
1303,87,FJI,2001,28.15,1
1304,87,FJI,2002,28.2,1
1305,87,FJI,2003,28.3,1
1306,87,FJI,2004,28.5,1
1307,87,FJI,2005,28.7,1
1308,87,FJI,2006,29.2,1
1309,87,FJI,2007,29.6,1
1310,87,FJI,2008,30.2,1
1311,87,FJI,2009,31.0,1
1312,87,FJI,2010,31.9,1
1313,87,FJI,2011,33.2,1
1314,87,FJI,2012,34.5,1
1315,87,FJI,2013,36.6,1
1316,87,FJI,2014,38.1,1
1317,87,FJI,2015,40.3,1
1318,87,FJI,2016,42.4,1
1319,87,FJI,2017,44.6,1
1320,87,FJI,2018,46.7,1
1321,87,FJI,2019,49.4,1
1322,87,FJI,2020,51.4,1
1323,88,FIN,2000,100.0,1
1324,88,FIN,2001,100.0,1
1325,88,FIN,2002,100.0,1
1326,88,FIN,2003,100.0,1
1327,88,FIN,2004,100.0,1
1328,88,FIN,2005,100.0,1
1329,88,FIN,2006,100.0,1
1330,88,FIN,2007,100.0,1
1331,88,FIN,2008,100.0,1
1332,88,FIN,2009,100.0,1
1333,88,FIN,2010,100.0,1
1334,88,FIN,2011,100.0,1
1335,88,FIN,2012,100.0,1
1336,88,FIN,2013,100.0,1
1337,88,FIN,2014,100.0,1
1338,88,FIN,2015,100.0,1
1339,88,FIN,2016,100.0,1
1340,88,FIN,2017,100.0,1
1341,88,FIN,2018,100.0,1
1342,88,FIN,2019,100.0,1
1343,88,FIN,2020,100.0,1
1344,89,FRA,2000,100.0,1
1345,89,FRA,2001,100.0,1
1346,89,FRA,2002,100.0,1
1347,89,FRA,2003,100.0,1
1348,89,FRA,2004,100.0,1
1349,89,FRA,2005,100.0,1
1350,89,FRA,2006,100.0,1
1351,89,FRA,2007,100.0,1
1352,89,FRA,2008,100.0,1
1353,89,FRA,2009,100.0,1
1354,89,FRA,2010,100.0,1
1355,89,FRA,2011,100.0,1
1356,89,FRA,2012,100.0,1
1357,89,FRA,2013,100.0,1
1358,89,FRA,2014,100.0,1
1359,89,FRA,2015,100.0,1
1360,89,FRA,2016,100.0,1
1361,89,FRA,2017,100.0,1
1362,89,FRA,2018,100.0,1
1363,89,FRA,2019,100.0,1
1364,89,FRA,2020,100.0,1
1365,94,GAB,2000,64.6,1
1366,94,GAB,2001,66.5,1
1367,94,GAB,2002,68.0,1
1368,94,GAB,2003,69.6,1
1369,94,GAB,2004,71.1,1
1370,94,GAB,2005,72.7,1
1371,94,GAB,2006,74.45,1
1372,94,GAB,2007,75.9,1
1373,94,GAB,2008,77.7,1
1374,94,GAB,2009,79.0,1
1375,94,GAB,2010,80.4,1
1376,94,GAB,2011,81.6,1
1377,94,GAB,2012,82.65,1
1378,94,GAB,2013,83.6,1
1379,94,GAB,2014,84.65,1
1380,94,GAB,2015,85.6,1
1381,94,GAB,2016,86.2,1
1382,94,GAB,2017,86.8,1
1383,94,GAB,2018,87.4,1
1384,94,GAB,2019,87.8,1
1385,94,GAB,2020,88.1,1
1386,95,GMB,2000,3.7,1
1387,95,GMB,2001,3.7,1
1388,95,GMB,2002,3.8,1
1389,95,GMB,2003,3.7,1
1390,95,GMB,2004,3.6,1
1391,95,GMB,2005,3.4,1
1392,95,GMB,2006,3.3,1
1393,95,GMB,2007,3.1,1
1394,95,GMB,2008,3.0,1
1395,95,GMB,2009,2.8,1
1396,95,GMB,2010,2.7,1
1397,95,GMB,2011,2.4,1
1398,95,GMB,2012,2.3,1
1399,95,GMB,2013,2.2,1
1400,95,GMB,2014,2.1,1
1401,95,GMB,2015,2.0,1
1402,95,GMB,2016,1.9,1
1403,95,GMB,2017,1.9,1
1404,95,GMB,2018,1.8,1
1405,95,GMB,2019,1.8,1
1406,95,GMB,2020,1.7,1
1407,96,GEO,2000,48.1,1
1408,96,GEO,2001,49.1,1
1409,96,GEO,2002,49.6,1
1410,96,GEO,2003,51.1,1
1411,96,GEO,2004,52.7,1
1412,96,GEO,2005,54.2,1
1413,96,GEO,2006,56.35,1
1414,96,GEO,2007,58.3,1
1415,96,GEO,2008,60.8,1
1416,96,GEO,2009,63.0,1
1417,96,GEO,2010,65.6,1
1418,96,GEO,2011,68.7,1
1419,96,GEO,2012,71.7,1
1420,96,GEO,2013,74.1,1
1421,96,GEO,2014,77.0,1
1422,96,GEO,2015,79.3,1
1423,96,GEO,2016,81.65,1
1424,96,GEO,2017,84.0,1
1425,96,GEO,2018,85.8,1
1426,96,GEO,2019,87.7,1
1427,96,GEO,2020,89.1,1
1428,97,DEU,2000,100.0,1
1429,97,DEU,2001,100.0,1
1430,97,DEU,2002,100.0,1
1431,97,DEU,2003,100.0,1
1432,97,DEU,2004,100.0,1
1433,97,DEU,2005,100.0,1
1434,97,DEU,2006,100.0,1
1435,97,DEU,2007,100.0,1
1436,97,DEU,2008,100.0,1
1437,97,DEU,2009,100.0,1
1438,97,DEU,2010,100.0,1
1439,97,DEU,2011,100.0,1
1440,97,DEU,2012,100.0,1
1441,97,DEU,2013,100.0,1
1442,97,DEU,2014,100.0,1
1443,97,DEU,2015,100.0,1
1444,97,DEU,2016,100.0,1
1445,97,DEU,2017,100.0,1
1446,97,DEU,2018,100.0,1
1447,97,DEU,2019,100.0,1
1448,97,DEU,2020,100.0,1
1449,98,GHA,2000,6.2,1
1450,98,GHA,2001,6.6,1
1451,98,GHA,2002,7.2,1
1452,98,GHA,2003,7.9,1
1453,98,GHA,2004,8.5,1
1454,98,GHA,2005,9.5,1
1455,98,GHA,2006,10.5,1
1456,98,GHA,2007,11.8,1
1457,98,GHA,2008,13.0,1
1458,98,GHA,2009,14.5,1
1459,98,GHA,2010,16.0,1
1460,98,GHA,2011,17.3,1
1461,98,GHA,2012,18.7,1
1462,98,GHA,2013,19.6,1
1463,98,GHA,2014,20.5,1
1464,98,GHA,2015,21.1,1
1465,98,GHA,2016,21.8,1
1466,98,GHA,2017,21.9,1
1467,98,GHA,2018,22.2,1
1468,98,GHA,2019,22.4,1
1469,98,GHA,2020,22.2,1
1470,100,GRC,2000,100.0,1
1471,100,GRC,2001,100.0,1
1472,100,GRC,2002,100.0,1
1473,100,GRC,2003,100.0,1
1474,100,GRC,2004,100.0,1
1475,100,GRC,2005,100.0,1
1476,100,GRC,2006,100.0,1
1477,100,GRC,2007,100.0,1
1478,100,GRC,2008,100.0,1
1479,100,GRC,2009,100.0,1
1480,100,GRC,2010,100.0,1
1481,100,GRC,2011,100.0,1
1482,100,GRC,2012,100.0,1
1483,100,GRC,2013,100.0,1
1484,100,GRC,2014,100.0,1
1485,100,GRC,2015,100.0,1
1486,100,GRC,2016,100.0,1
1487,100,GRC,2017,100.0,1
1488,100,GRC,2018,100.0,1
1489,100,GRC,2019,100.0,1
1490,100,GRC,2020,100.0,1
1491,102,GRD,2000,92.4,1
1492,102,GRD,2001,92.8,1
1493,102,GRD,2002,92.8,1
1494,102,GRD,2003,93.1,1
1495,102,GRD,2004,93.1,1
1496,102,GRD,2005,93.2,1
1497,102,GRD,2006,93.3,1
1498,102,GRD,2007,93.2,1
1499,102,GRD,2008,93.2,1
1500,102,GRD,2009,92.9,1
1501,102,GRD,2010,92.7,1
1502,102,GRD,2011,92.6,1
1503,102,GRD,2012,92.2,1
1504,102,GRD,2013,91.7,1
1505,102,GRD,2014,91.5,1
1506,102,GRD,2015,91.2,1
1507,102,GRD,2016,90.85,1
1508,102,GRD,2017,90.25,1
1509,102,GRD,2018,89.9,1
1510,102,GRD,2019,89.6,1
1511,102,GRD,2020,89.1,1
1512,105,GTM,2000,40.55,1
1513,105,GTM,2001,39.7,1
1514,105,GTM,2002,39.0,1
1515,105,GTM,2003,38.2,1
1516,105,GTM,2004,37.6,1
1517,105,GTM,2005,37.45,1
1518,105,GTM,2006,37.3,1
1519,105,GTM,2007,37.1,1
1520,105,GTM,2008,37.1,1
1521,105,GTM,2009,37.4,1
1522,105,GTM,2010,38.1,1
1523,105,GTM,2011,38.4,1
1524,105,GTM,2012,39.2,1
1525,105,GTM,2013,40.2,1
1526,105,GTM,2014,41.6,1
1527,105,GTM,2015,42.7,1
1528,105,GTM,2016,44.3,1
1529,105,GTM,2017,45.7,1
1530,105,GTM,2018,46.95,1
1531,105,GTM,2019,48.6,1
1532,105,GTM,2020,50.1,1
1533,106,GIN,2000,0.7,1
1534,106,GIN,2001,0.7,1
1535,106,GIN,2002,0.7,1
1536,106,GIN,2003,0.7,1
1537,106,GIN,2004,0.7,1
1538,106,GIN,2005,0.7,1
1539,106,GIN,2006,0.7,1
1540,106,GIN,2007,0.7,1
1541,106,GIN,2008,0.7,1
1542,106,GIN,2009,0.7,1
1543,106,GIN,2010,0.7,1
1544,106,GIN,2011,0.8,1
1545,106,GIN,2012,0.8,1
1546,106,GIN,2013,0.8,1
1547,106,GIN,2014,0.9,1
1548,106,GIN,2015,1.0,1
1549,106,GIN,2016,1.1,1
1550,106,GIN,2017,1.2,1
1551,106,GIN,2018,1.4,1
1552,106,GIN,2019,1.6,1
1553,106,GIN,2020,1.9,1
1554,107,GNB,2000,1.4,1
1555,107,GNB,2001,1.3,1
1556,107,GNB,2002,1.3,1
1557,107,GNB,2003,1.2,1
1558,107,GNB,2004,1.2,1
1559,107,GNB,2005,1.2,1
1560,107,GNB,2006,1.2,1
1561,107,GNB,2007,1.1,1
1562,107,GNB,2008,1.1,1
1563,107,GNB,2009,1.1,1
1564,107,GNB,2010,1.1,1
1565,107,GNB,2011,1.1,1
1566,107,GNB,2012,1.1,1
1567,107,GNB,2013,1.1,1
1568,107,GNB,2014,1.1,1
1569,107,GNB,2015,1.1,1
1570,107,GNB,2016,1.1,1
1571,107,GNB,2017,1.1,1
1572,107,GNB,2018,1.2,1
1573,107,GNB,2019,1.0,1
1574,107,GNB,2020,1.1,1
1575,108,GUY,2000,35.6,1
1576,108,GUY,2001,37.7,1
1577,108,GUY,2002,39.9,1
1578,108,GUY,2003,42.4,1
1579,108,GUY,2004,45.0,1
1580,108,GUY,2005,47.6,1
1581,108,GUY,2006,50.3,1
1582,108,GUY,2007,53.0,1
1583,108,GUY,2008,55.8,1
1584,108,GUY,2009,58.5,1
1585,108,GUY,2010,61.0,1
1586,108,GUY,2011,63.7,1
1587,108,GUY,2012,66.2,1
1588,108,GUY,2013,68.6,1
1589,108,GUY,2014,70.9,1
